%#################################################################
Title:        Basenet Report
Design:       lasp
Date:         Mar 26 12:09:23 2021
%#################################################################


%
Base nets and synonyms for lasp_lib.LASP(@lasp_lib.lasp(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
                    	RX_FFLY_GROUP2_F04_SELECTL - @lasp_lib.FIREFLY              	 121C3<                       
RX_FFLY_GROUP2_F04_VCC_1	RX_FFLY_GROUP2_F04_VCC_1 - @lasp_lib.FIREFLY                	 124B3                        
RX_FFLY_GROUP2_F04_VCC_2	RX_FFLY_GROUP2_F04_VCC_2 - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_SCL  	MX_RX_G2_SCL - @lasp_lib.LASP                               	 54C2 54C3 58C2               
                    	RX_FFLY_GROUP2_SCL - @lasp_lib.FIREFLY                      	 122B5<>                      
RX_FFLY_GROUP2_SDA  	MX_RX_G2_SDA - @lasp_lib.LASP                               	 54C2 54C3 58C2               
                    	RX_FFLY_GROUP2_SDA - @lasp_lib.FIREFLY                      	 122A5<>                      
RX_G1_F01_N<0..11>  	MX_RX_G1_F01_N<9> - @lasp_lib.LASP                          	 56A5                         
                    	RX_G1_F01_N<0..11> - @lasp_lib.FIREFLY                      	 123D4>                       
RX_G1_F01_P<0..11>  	MX_RX_G1_F01_P<9> - @lasp_lib.LASP                          	 56A5                         
                    	RX_G1_F01_P<0..11> - @lasp_lib.FIREFLY                      	 123D4>                       
RX_G1_F02_N<0..11>  	MX_RX_G1_F02_N<9> - @lasp_lib.LASP                          	 56B4                         
                    	RX_G1_F02_N<0..11> - @lasp_lib.FIREFLY                      	 123D1>                       
RX_G1_F02_P<0..11>  	MX_RX_G1_F02_P<9> - @lasp_lib.LASP                          	 56B4                         
                    	RX_G1_F02_P<0..11> - @lasp_lib.FIREFLY                      	 123D1>                       
RX_G1_F03_N<0..11>  	MX_RX_G1_F03_N<9> - @lasp_lib.LASP                          	 56A3                         
                    	RX_G1_F03_N<0..11> - @lasp_lib.FIREFLY                      	 123B4>                       
RX_G1_F03_P<0..11>  	MX_RX_G1_F03_P<9> - @lasp_lib.LASP                          	 56A3                         
                    	RX_G1_F03_P<0..11> - @lasp_lib.FIREFLY                      	 123B4>                       
RX_G1_F04_N<0..11>  	MX_RX_G1_F04_N<9> - @lasp_lib.LASP                          	 56B1                         
                    	RX_G1_F04_N<0..11> - @lasp_lib.FIREFLY                      	 123B1>                       
RX_G1_F04_P<0..11>  	MX_RX_G1_F04_P<9> - @lasp_lib.LASP                          	 56B1                         
                    	RX_G1_F04_P<0..11> - @lasp_lib.FIREFLY                      	 123B1>                       
RX_G2_F01_N<0..11>  	MX_RX_G2_F01_N<9> - @lasp_lib.LASP                          	 57A6                         
                    	RX_G2_F01_N<0..11> - @lasp_lib.FIREFLY                      	 124D4>                       
RX_G2_F01_P<0..11>  	MX_RX_G2_F01_P<9> - @lasp_lib.LASP                          	 57A6                         
                    	RX_G2_F01_P<0..11> - @lasp_lib.FIREFLY                      	 124D4>                       
RX_G2_F02_N<0..11>  	MX_RX_G2_F02_N<9> - @lasp_lib.LASP                          	 57B4                         
                    	RX_G2_F02_N<0..11> - @lasp_lib.FIREFLY                      	 124D1>                       
RX_G2_F02_P<0..11>  	MX_RX_G2_F02_P<9> - @lasp_lib.LASP                          	 57B4                         
                    	RX_G2_F02_P<0..11> - @lasp_lib.FIREFLY                      	 124D1>                       
RX_G2_F03_N<0..11>  	MX_RX_G2_F03_N<9> - @lasp_lib.LASP                          	 57A3                         
                    	RX_G2_F03_N<0..11> - @lasp_lib.FIREFLY                      	 124B4>                       
RX_G2_F03_P<0..11>  	MX_RX_G2_F03_P<9> - @lasp_lib.LASP                          	 57A3                         
                    	RX_G2_F03_P<0..11> - @lasp_lib.FIREFLY                      	 124B4>                       
RX_G2_F04_N<0..11>  	MX_RX_G2_F04_N<9> - @lasp_lib.LASP                          	 57B1                         
                    	RX_G2_F04_N<0..11> - @lasp_lib.FIREFLY                      	 124B1>                       
RX_G2_F04_P<0..11>  	MX_RX_G2_F04_P<9> - @lasp_lib.LASP                          	 57B1                         
                    	RX_G2_F04_P<0..11> - @lasp_lib.FIREFLY                      	 124B1>                       
RX_GROUP1_F01_INTL  	RX_GROUP1_F01_INTL - @lasp_lib.FIREFLY                      	 120C5 123D6                  
RX_GROUP1_F01_PRESENTL	RX_GROUP1_F01_PRESENTL - @lasp_lib.FIREFLY                  	 120C5 123C6                  
RX_GROUP1_F01_RESETL	RX_GROUP1_F01_RESETL - @lasp_lib.FIREFLY                    	 120C5 123C6                  
RX_GROUP1_F01_SELECTL	RX_GROUP1_F01_SELECTL - @lasp_lib.FIREFLY                   	 120C5 123C6                  
RX_GROUP1_F02_INTL  	RX_GROUP1_F02_INTL - @lasp_lib.FIREFLY                      	 120C2 123D3                  
RX_GROUP1_F02_PRESENTL	RX_GROUP1_F02_PRESENTL - @lasp_lib.FIREFLY                  	 120C2 123C3                  
RX_GROUP1_F02_RESETL	RX_GROUP1_F02_RESETL - @lasp_lib.FIREFLY                    	 120C2 123D3                  
RX_GROUP1_F02_SELECTL	RX_GROUP1_F02_SELECTL - @lasp_lib.FIREFLY                   	 120C2 123C3                  
RX_GROUP1_F03_INTL  	RX_GROUP1_F03_INTL - @lasp_lib.FIREFLY                      	 120B4 123B6                  
RX_GROUP1_F03_PRESENTL	RX_GROUP1_F03_PRESENTL - @lasp_lib.FIREFLY                  	 120B4 123A6                  
RX_GROUP1_F03_RESETL	RX_GROUP1_F03_RESETL - @lasp_lib.FIREFLY                    	 120B4 123B6                  
RX_GROUP1_F03_SELECTL	RX_GROUP1_F03_SELECTL - @lasp_lib.FIREFLY                   	 120B4 123A6                  
RX_GROUP1_F04_INTL  	RX_GROUP1_F04_INTL - @lasp_lib.FIREFLY                      	 120B2 123B3                  
RX_GROUP1_F04_PRESENTL	RX_GROUP1_F04_PRESENTL - @lasp_lib.FIREFLY                  	 120B2 123A3                  
RX_GROUP1_F04_RESETL	RX_GROUP1_F04_RESETL - @lasp_lib.FIREFLY                    	 120B2 123B3                  
RX_GROUP1_F04_SELECTL	RX_GROUP1_F04_SELECTL - @lasp_lib.FIREFLY                   	 120B2 123B3                  
RX_GROUP2_F01_INTL  	RX_GROUP2_F01_INTL - @lasp_lib.FIREFLY                      	 120A5 124D6                  
RX_GROUP2_F01_PRESENTL	RX_GROUP2_F01_PRESENTL - @lasp_lib.FIREFLY                  	 120A5 124C6                  
RX_GROUP2_F01_RESETL	RX_GROUP2_F01_RESETL - @lasp_lib.FIREFLY                    	 120A5 124C6                  
RX_GROUP2_F01_SELECTL	RX_GROUP2_F01_SELECTL - @lasp_lib.FIREFLY                   	 120A5 124C6                  
RX_GROUP2_F02_INTL  	RX_GROUP2_F02_INTL - @lasp_lib.FIREFLY                      	 120A2 124D3                  
RX_GROUP2_F02_PRESENTL	RX_GROUP2_F02_PRESENTL - @lasp_lib.FIREFLY                  	 120A2 124C3                  
RX_GROUP2_F02_RESETL	RX_GROUP2_F02_RESETL - @lasp_lib.FIREFLY                    	 120A2 124D3                  
RX_GROUP2_F02_SELECTL	RX_GROUP2_F02_SELECTL - @lasp_lib.FIREFLY                   	 120A2 124C3                  
RX_GROUP2_F03_INTL  	RX_GROUP2_F03_INTL - @lasp_lib.FIREFLY                      	 121C5 124B6                  
RX_GROUP2_F03_PRESENTL	RX_GROUP2_F03_PRESENTL - @lasp_lib.FIREFLY                  	 121C5 124A6                  
RX_GROUP2_F03_RESETL	RX_GROUP2_F03_RESETL - @lasp_lib.FIREFLY                    	 121C5 124B6                  
RX_GROUP2_F03_SELECTL	RX_GROUP2_F03_SELECTL - @lasp_lib.FIREFLY                   	 121C5 124A6                  
RX_GROUP2_F04_INTL  	RX_GROUP2_F04_INTL - @lasp_lib.FIREFLY                      	 121C2 124B3                  
RX_GROUP2_F04_PRESENTL	RX_GROUP2_F04_PRESENTL - @lasp_lib.FIREFLY                  	 121C2 124A3                  
RX_GROUP2_F04_RESETL	RX_GROUP2_F04_RESETL - @lasp_lib.FIREFLY                    	 121C2 124B3                  
RX_GROUP2_F04_SELECTL	RX_GROUP2_F04_SELECTL - @lasp_lib.FIREFLY                   	 121C2 124B3                  
RX_GROUP2_SCL       	RX_GROUP2_SCL - @lasp_lib.FIREFLY                           	 122B3 124A6 124B3 124C3 124C6 
RX_GROUP2_SDA       	RX_GROUP2_SDA - @lasp_lib.FIREFLY                           	 122A3 124B3 124B6 124C3 124C6 
RX_TX_FFLY_GROUP1_SCL	MX_TX_RX_G1_SCL - @lasp_lib.LASP                            	 54C6 54D2 58C3               
                    	RX_TX_FFLY_GROUP1_SCL - @lasp_lib.FIREFLY                   	 122C5<>                      
RX_TX_FFLY_GROUP1_SDA	MX_TX_RX_G1_SDA - @lasp_lib.LASP                            	 54C6 54D2 58B3               
                    	RX_TX_FFLY_GROUP1_SDA - @lasp_lib.FIREFLY                   	 122C5<>                      
RX_TX_GROUP1_SCL    	RX_TX_GROUP1_SCL - @lasp_lib.FIREFLY                        	 122C3 123A6 123B3 123C3 123C6 125A6 125C3 125C6 126C5 
RX_TX_GROUP1_SDA    	RX_TX_GROUP1_SDA - @lasp_lib.FIREFLY                        	 122C3 123B3 123B6 123C6 123D3 125A6 125C3 125C6 126C5 
TX_B04_N<0..3>      	MX_TX_B04_N<3> - @lasp_lib.LASP                             	 55A1                         
                    	TX_B04_N<0..3> - @lasp_lib.FIREFLY                          	 126C2<                       
TX_B04_P<0..3>      	MX_TX_B04_P<3> - @lasp_lib.LASP                             	 55A1                         
                    	TX_B04_P<0..3> - @lasp_lib.FIREFLY                          	 126B2<                       
TX_FFLY_GROUP1_F01_INTL	MX_TX_G1_F04_INTL - @lasp_lib.LASP                          	 54A5 58B5                    
                    	TX_FFLY_GROUP1_F01_INTL - @lasp_lib.FIREFLY                 	 121B6>                       
TX_FFLY_GROUP1_F01_PRESENTL	MX_TX_G1_F04_PRESENTL - @lasp_lib.LASP                      	 54A5 58B5                    
                    	TX_FFLY_GROUP1_F01_PRESENTL - @lasp_lib.FIREFLY             	 121B6>                       
TX_FFLY_GROUP1_F01_RESETL	MX_TX_G1_F04_RESETL - @lasp_lib.LASP                        	 54A5 58B5                    
                    	TX_FFLY_GROUP1_F01_RESETL - @lasp_lib.FIREFLY               	 121B6<                       
TX_FFLY_GROUP1_F01_SELECTL	MX_TX_G1_F04_SELECTL - @lasp_lib.LASP                       	 54A5 58B5                    
                    	TX_FFLY_GROUP1_F01_SELECTL - @lasp_lib.FIREFLY              	 121B6<                       
TX_FFLY_GROUP1_F01_TX_0N	TX_FFLY_GROUP1_F01_TX_0N - @lasp_lib.FIREFLY                	 125D5                        
TX_FFLY_GROUP1_F01_TX_0P	TX_FFLY_GROUP1_F01_TX_0P - @lasp_lib.FIREFLY                	 125D5                        
TX_FFLY_GROUP1_F01_TX_1N	TX_FFLY_GROUP1_F01_TX_1N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_1P	TX_FFLY_GROUP1_F01_TX_1P - @lasp_lib.FIREFLY                	 125D5                        
TX_FFLY_GROUP1_F01_TX_2N	TX_FFLY_GROUP1_F01_TX_2N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_2P	TX_FFLY_GROUP1_F01_TX_2P - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_3N	TX_FFLY_GROUP1_F01_TX_3N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_3P	TX_FFLY_GROUP1_F01_TX_3P - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_4N	TX_FFLY_GROUP1_F01_TX_4N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_4P	TX_FFLY_GROUP1_F01_TX_4P - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_5N	TX_FFLY_GROUP1_F01_TX_5N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_5P	TX_FFLY_GROUP1_F01_TX_5P - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_6N	TX_FFLY_GROUP1_F01_TX_6N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_6P	TX_FFLY_GROUP1_F01_TX_6P - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_7N	TX_FFLY_GROUP1_F01_TX_7N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_7P	TX_FFLY_GROUP1_F01_TX_7P - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_8N	TX_FFLY_GROUP1_F01_TX_8N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_8P	TX_FFLY_GROUP1_F01_TX_8P - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_9N	TX_FFLY_GROUP1_F01_TX_9N - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_9P	TX_FFLY_GROUP1_F01_TX_9P - @lasp_lib.FIREFLY                	 125C5                        
TX_FFLY_GROUP1_F01_TX_10N	TX_FFLY_GROUP1_F01_TX_10N - @lasp_lib.FIREFLY               	 125C5                        
TX_FFLY_GROUP1_F01_TX_10P	TX_FFLY_GROUP1_F01_TX_10P - @lasp_lib.FIREFLY               	 125C5                        
TX_FFLY_GROUP1_F01_TX_11N	TX_FFLY_GROUP1_F01_TX_11N - @lasp_lib.FIREFLY               	 125C5                        
TX_FFLY_GROUP1_F01_TX_11P	TX_FFLY_GROUP1_F01_TX_11P - @lasp_lib.FIREFLY               	 125C5                        
TX_FFLY_GROUP1_F01_VCC_1	TX_FFLY_GROUP1_F01_VCC_1 - @lasp_lib.FIREFLY                	 125D6                        
TX_FFLY_GROUP1_F01_VCC_2	TX_FFLY_GROUP1_F01_VCC_2 - @lasp_lib.FIREFLY                	 125D5                        
TX_FFLY_GROUP1_F02_INTL	MX_TX_G1_F02_INTL - @lasp_lib.LASP                          	 54A5 58B6                    
                    	TX_FFLY_GROUP1_F02_INTL - @lasp_lib.FIREFLY                 	 121B3>                       
TX_FFLY_GROUP1_F02_PRESENTL	MX_TX_G1_F02_PRESENTL - @lasp_lib.LASP                      	 54A5 58B6                    
                    	TX_FFLY_GROUP1_F02_PRESENTL - @lasp_lib.FIREFLY             	 121B3>                       
TX_FFLY_GROUP1_F02_RESETL	MX_TX_G1_F02_RESETL - @lasp_lib.LASP                        	 54A5 58B6                    
                    	TX_FFLY_GROUP1_F02_RESETL - @lasp_lib.FIREFLY               	 121B3<                       
TX_FFLY_GROUP1_F02_SELECTL	MX_TX_G1_F02_SELECTL - @lasp_lib.LASP                       	 54A5 58B6                    
                    	TX_FFLY_GROUP1_F02_SELECTL - @lasp_lib.FIREFLY              	 121B3<                       
TX_FFLY_GROUP1_F02_TX_0N	TX_FFLY_GROUP1_F02_TX_0N - @lasp_lib.FIREFLY                	 125D2                        
TX_FFLY_GROUP1_F02_TX_0P	TX_FFLY_GROUP1_F02_TX_0P - @lasp_lib.FIREFLY                	 125D2                        
TX_FFLY_GROUP1_F02_TX_1N	TX_FFLY_GROUP1_F02_TX_1N - @lasp_lib.FIREFLY                	 125D2                        
TX_FFLY_GROUP1_F02_TX_1P	TX_FFLY_GROUP1_F02_TX_1P - @lasp_lib.FIREFLY                	 125D2                        
TX_FFLY_GROUP1_F02_TX_2N	TX_FFLY_GROUP1_F02_TX_2N - @lasp_lib.FIREFLY                	 125D2                        
TX_FFLY_GROUP1_F02_TX_2P	TX_FFLY_GROUP1_F02_TX_2P - @lasp_lib.FIREFLY                	 125D2                        
TX_FFLY_GROUP1_F02_TX_3N	TX_FFLY_GROUP1_F02_TX_3N - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_3P	TX_FFLY_GROUP1_F02_TX_3P - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_4N	TX_FFLY_GROUP1_F02_TX_4N - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_4P	TX_FFLY_GROUP1_F02_TX_4P - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_5N	TX_FFLY_GROUP1_F02_TX_5N - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_5P	TX_FFLY_GROUP1_F02_TX_5P - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_6N	TX_FFLY_GROUP1_F02_TX_6N - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_6P	TX_FFLY_GROUP1_F02_TX_6P - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_7N	TX_FFLY_GROUP1_F02_TX_7N - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_7P	TX_FFLY_GROUP1_F02_TX_7P - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_8N	TX_FFLY_GROUP1_F02_TX_8N - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_8P	TX_FFLY_GROUP1_F02_TX_8P - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_9N	TX_FFLY_GROUP1_F02_TX_9N - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_9P	TX_FFLY_GROUP1_F02_TX_9P - @lasp_lib.FIREFLY                	 125C2                        
TX_FFLY_GROUP1_F02_TX_10N	TX_FFLY_GROUP1_F02_TX_10N - @lasp_lib.FIREFLY               	 125C2                        
TX_FFLY_GROUP1_F02_TX_10P	TX_FFLY_GROUP1_F02_TX_10P - @lasp_lib.FIREFLY               	 125C2                        
TX_FFLY_GROUP1_F02_TX_11N	TX_FFLY_GROUP1_F02_TX_11N - @lasp_lib.FIREFLY               	 125C2                        
TX_FFLY_GROUP1_F02_TX_11P	TX_FFLY_GROUP1_F02_TX_11P - @lasp_lib.FIREFLY               	 125C2                        
TX_FFLY_GROUP1_F02_VCC_1	TX_FFLY_GROUP1_F02_VCC_1 - @lasp_lib.FIREFLY                	 125D3                        
TX_FFLY_GROUP1_F02_VCC_2	TX_FFLY_GROUP1_F02_VCC_2 - @lasp_lib.FIREFLY                	 125D2                        
TX_FFLY_GROUP1_F03_INTL	MX_TX_G1_F03_INTL - @lasp_lib.LASP                          	 54A4 58C3                    
                    	TX_FFLY_GROUP1_F03_INTL - @lasp_lib.FIREFLY                 	 121A6>                       
TX_FFLY_GROUP1_F03_PRESENTL	MX_TX_G1_F03_PRESENTL - @lasp_lib.LASP                      	 54A4 58B3                    
                    	TX_FFLY_GROUP1_F03_PRESENTL - @lasp_lib.FIREFLY             	 121A6>                       
TX_FFLY_GROUP1_F03_RESETL	MX_TX_G1_F03_RESETL - @lasp_lib.LASP                        	 54A4 58C3                    
                    	TX_FFLY_GROUP1_F03_RESETL - @lasp_lib.FIREFLY               	 121A6<                       
TX_FFLY_GROUP1_F03_SELECTL	MX_TX_G1_F03_SELECTL - @lasp_lib.LASP                       	 54A4 58C3                    
                    	TX_FFLY_GROUP1_F03_SELECTL - @lasp_lib.FIREFLY              	 121A6<                       
TX_FFLY_GROUP1_F03_TX_0N	TX_FFLY_GROUP1_F03_TX_0N - @lasp_lib.FIREFLY                	 125B5                        
TX_FFLY_GROUP1_F03_TX_0P	TX_FFLY_GROUP1_F03_TX_0P - @lasp_lib.FIREFLY                	 125B5                        
TX_FFLY_GROUP1_F03_TX_1N	TX_FFLY_GROUP1_F03_TX_1N - @lasp_lib.FIREFLY                	 125B5                        
TX_FFLY_GROUP1_F03_TX_1P	TX_FFLY_GROUP1_F03_TX_1P - @lasp_lib.FIREFLY                	 125B5                        
TX_FFLY_GROUP1_F03_TX_2N	TX_FFLY_GROUP1_F03_TX_2N - @lasp_lib.FIREFLY                	 125B5                        
TX_FFLY_GROUP1_F03_TX_2P	TX_FFLY_GROUP1_F03_TX_2P - @lasp_lib.FIREFLY                	 125B5                        
TX_FFLY_GROUP1_F03_TX_3N	TX_FFLY_GROUP1_F03_TX_3N - @lasp_lib.FIREFLY                	 125B5                        
TX_FFLY_GROUP1_F03_TX_3P	TX_FFLY_GROUP1_F03_TX_3P - @lasp_lib.FIREFLY                	 125B5                        
TX_FFLY_GROUP1_F03_TX_4N	TX_FFLY_GROUP1_F03_TX_4N - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_4P	TX_FFLY_GROUP1_F03_TX_4P - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_5N	TX_FFLY_GROUP1_F03_TX_5N - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_5P	TX_FFLY_GROUP1_F03_TX_5P - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_6N	TX_FFLY_GROUP1_F03_TX_6N - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_6P	TX_FFLY_GROUP1_F03_TX_6P - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_7N	TX_FFLY_GROUP1_F03_TX_7N - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_7P	TX_FFLY_GROUP1_F03_TX_7P - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_8N	TX_FFLY_GROUP1_F03_TX_8N - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_8P	TX_FFLY_GROUP1_F03_TX_8P - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_9N	TX_FFLY_GROUP1_F03_TX_9N - @lasp_lib.FIREFLY                	 125A5                        
TX_FFLY_GROUP1_F03_TX_9P	TX_FFLY_GROUP1_F03_TX_9P - @lasp_lib.FIREFLY                	 125A5                        
